Stop ID #,Stop Abbreviation,Stop Location,Out/In,,Lat,Long,Shelter? Y/N,Type LNI/Wood,Small sign (ID),CHK Panel,MTD sign,# of Benches,Bench Type,Trashcan,# of cans,Trashcan Type,ADA,Notes,Pole,Link
245,StatArrO,State & Arrellaga,Outbound,,34.42734,-119.709783,No,,Yes,Yes,Yes,2,Concrete,,1,Concrete,No,,Green - Finial,"https://www.google.com/maps/place/State+%26+Arrellaga/@34.4272949,-119.7097976,3a,75y,62.08h,89.84t/data=!3m6!1e1!3m4!1s7MdBhmEnd23ZwlGuNpiOhg!2e0!7i16384!8i8192!4m15!1m7!3m6!1s0x80e91488ea86aa15:0x77de51aba92a51bf!2sState+%26+Arrellaga!8m2!3d34.426886!4d-119.709439!16s%2Fg%2F1tg81s97!3m6!1s0x80e91488c6aa207f:0x6536f32faafc0423!8m2!3d34.42734!4d-119.709783!10e5!16s%2Fg%2F1v27vthh?entry=ttu"
246,StatValO,State & Valerio,Outbound,,34.42829,-119.71107,no,,Yes,Yes,Yes,1,Green Wabash,,1,City Can (Dome),Yes,,Green - Finial,"https://www.google.com/maps/place/State+%26+Valerio/@34.4282063,-119.7111484,3a,19.2y,49.63h,86.35t/data=!3m6!1e1!3m4!1sGsnZUlzddRLfnX29pfs-3w!2e0!7i16384!8i8192!4m15!1m7!3m6!1s0x80e9148ed4490c2f:0xa6e1f45c8c18df21!2sState+%26+Valerio!8m2!3d34.42809!4d-119.711089!16s%2Fg%2F1tfh4zj2!3m6!1s0x80e9148ed6d74f63:0x8f38a1051df4b844!8m2!3d34.42829!4d-119.71107!10e5!16s%2Fg%2F11c6_gvxd9?entry=ttu"
247,StatIslO,State & Islay,Outbound,,34.429224,-119.712347,no,,Yes,Yes,Yes,1,Green Wabash,,0,,Yes,,Green - Finial,"https://www.google.com/maps/place/State+%26+Islay/@34.4290958,-119.7123659,3a,17.8y,16.96h,87.77t/data=!3m7!1e1!3m5!1siDK6FvQNjWO6n7vBs2YKng!2e0!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fpanoid%3DiDK6FvQNjWO6n7vBs2YKng%26cb_client%3Dsearch.gws-prod.gps%26w%3D86%26h%3D86%26yaw%3D358.45627%26pitch%3D0%26thumbfov%3D100!7i16384!8i8192!4m7!3m6!1s0x80e9148e934ed645:0xa6d1df987964b968!8m2!3d34.429224!4d-119.712347!10e5!16s%2Fg%2F1tsr3j2l?entry=ttu"
248,StatPueO,State & Pueblo,Outbound,,34.433564,-119.718274,No,,yes,Yes,yes,1,Green Wabash,,1,Green Wabash,Yes,,Green - Finial,"https://www.google.com/maps/place/State+%26+Pueblo/@34.4334944,-119.7182635,3a,48.9y,10.81h,80.71t/data=!3m6!1e1!3m4!1sgDDDnRdX8rVxj72DrOk3Dw!2e0!7i16384!8i8192!4m15!1m7!3m6!1s0x80e9149326d25e47:0xdad544c8897a9807!2sState+%26+Pueblo!8m2!3d34.433429!4d-119.718382!16s%2Fg%2F1td42t7n!3m6!1s0x80e9149320bef355:0x626a0de1b9f45f1a!8m2!3d34.433564!4d-119.718274!10e5!16s%2Fg%2F11g6wy4dl1?entry=ttu"
249,StatQuiO,State & Quinto,Outbound,,34.435694,-119.721195,No,,yes,Yes,yes,1,Green Wabash,,1,Green Wabash,Yes,,Green - Finial,"https://www.google.com/maps/place/State+%26+Quinto/@34.4356874,-119.7212695,3a,43.2y,96.72h,80.34t/data=!3m6!1e1!3m4!1sdyCdOrEJHfgcM2Pkj0LGew!2e0!7i16384!8i8192!4m15!1m7!3m6!1s0x80e914eb60e28b8f:0xa239c853d809d572!2sState+%26+Quinto!8m2!3d34.4354915!4d-119.721062!16s%2Fg%2F11c1pb6wf9!3m6!1s0x80e914eb66eefdd3:0x67476dae068c06af!8m2!3d34.435694!4d-119.721195!10e5!16s%2Fg%2F1tcyxr4n?entry=ttu"
250,StatConO,State & Constance,Outbound,,34.436688,-119.722534,No,,yes,Yes,yes,1 (concrete built in wall),Concrete,,0,,Yes,,Green - Finial,"https://www.google.com/maps/place/State+%26+Constance/@34.4365894,-119.7225187,3a,45y,14.01h,83.48t/data=!3m7!1e1!3m5!1sUOEfxWwFjQosmkIzLRaCLw!2e0!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fpanoid%3DUOEfxWwFjQosmkIzLRaCLw%26cb_client%3Dsearch.gws-prod.gps%26w%3D86%26h%3D86%26yaw%3D351.44626%26pitch%3D0%26thumbfov%3D100!7i16384!8i8192!4m15!1m7!3m6!1s0x80e914eb0a7706ef:0xf5fe74a3da22bfe4!2sState+%26+Constance!8m2!3d34.4364195!4d-119.7223215!16s%2Fg%2F11c1pbzx6q!3m6!1s0x80e914eba7aa2eef:0xcf3fa8d2f7ed177d!8m2!3d34.436688!4d-119.722534!10e5!16s%2Fg%2F1tgvdyq_?entry=ttu"
251,StatAlaN,State & Alamar,Inbound,,34.438141,-119.724501,Yes,wood,yes,Yes,yes,2 (one large),Wooden,,1,Green Wabash,Yes,,Wooden Shelter,"https://www.google.com/maps/place/State+%26+Alamar/@34.4382004,-119.7244657,3a,45y,222.79h,81.46t/data=!3m6!1e1!3m4!1szKLaQFQGNpOPevbQHETSMg!2e0!7i16384!8i8192!4m7!3m6!1s0x80e914ea19958045:0xe40d7c12ee3a5cad!8m2!3d34.438141!4d-119.724501!10e5!16s%2Fg%2F1tznmnsd?entry=ttu"
252,StatCaLO,State & Calle Laureles,Outbound,,34.440475,-119.728022,No,,yes,Yes,yes,1,Green Wabash,,1,Green Wabash,Yes,,Green - Finial,"https://www.google.com/maps/place/State+%26+Calle+Laureles/@34.4404147,-119.7279282,3a,48.9y,327.41h,88.76t/data=!3m6!1e1!3m4!1s989a055U6qO5PJ4aCQa8vA!2e0!7i16384!8i8192!4m15!1m7!3m6!1s0x80e914c259a78cff:0xd9de2869d1918a98!2sState+%26+Calle+Laureles!8m2!3d34.440314!4d-119.72796!16s%2Fg%2F11g6wx2q29!3m6!1s0x80e914c257dcd463:0x8c7ae69495f785d0!8m2!3d34.440475!4d-119.728022!10e5!16s%2Fg%2F1tql52d3?entry=ttu"
253,StatPalO,State & Calle Palo Colorado,Outbound,,34.44048,-119.730727,No,,yes,Yes,yes,1,Green Wabash,,1,Green Wabash,Yes,,Green - Finial,"https://www.google.com/maps/place/State+%26+Calle+Palo+Colorado/@34.4404122,-119.730592,3a,48.5y,317.95h,85.34t/data=!3m6!1e1!3m4!1sjacFIpul3i9xwxm1vGaZ_A!2e0!7i16384!8i8192!4m7!3m6!1s0x80e914c32b0c13ed:0xfcb74975216810b4!8m2!3d34.44048!4d-119.730727!10e5!16s%2Fg%2F1tfjq__m?entry=ttu"
254,StatBroN,State & Broadmoor,Inbound,,34.440332,-119.73717,No,,yes,Yes,yes,1,Green Wabash,,1,Green Wabash,Yes,,Green - Finial,"https://www.google.com/maps/place/State+%26+Broadmoor/@34.4403484,-119.7372692,3a,35.4y,122.61h,90.93t/data=!3m6!1e1!3m4!1shtPVJ0NVUjPfKn2JfnAlbg!2e0!7i16384!8i8192!4m15!1m7!3m6!1s0x80e914dea5ee161f:0x5f63765d7850bd5c!2sState+%26+Broadmoor!8m2!3d34.4404125!4d-119.737237!16s%2Fg%2F11c6_sknvq!3m6!1s0x80e914dea67f5707:0x76babb0d1ba5e93e!8m2!3d34.440332!4d-119.73717!10e5!16s%2Fg%2F1twyzv_k?entry=ttu"
255,StatOntO,State & Ontare,Outbound,,34.440535,-119.740565,No,,yes,Yes,yes,1,Green Wabash,,1,Green Wabash,Yes,,Green - Finial,"https://www.google.com/maps/place/State+%26+Ontare/@34.4404773,-119.7405672,3a,35.1y,340.85h,83.15t/data=!3m7!1e1!3m5!1sy9YrdD1XUR7kWVx6DANbkg!2e0!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fpanoid%3Dy9YrdD1XUR7kWVx6DANbkg%26cb_client%3Dsearch.gws-prod.gps%26w%3D86%26h%3D86%26yaw%3D1.5446961%26pitch%3D0%26thumbfov%3D100!7i16384!8i8192!4m7!3m6!1s0x80e914d8cdf98f65:0x3e12408f1306725!8m2!3d34.440535!4d-119.740565!10e5!16s%2Fg%2F1tr8lx0q?entry=ttu"
256,StatHopO,State & Hope,Outbound,,34.440555,-119.74701,No,,yes,Yes,yes,1,Green Wabash,,,,Yes,,Green - Finial,"https://www.google.com/maps/place/State+%26+Hope/@34.44051,-119.7469356,3a,16.6y,291.72h,87.55t/data=!3m6!1e1!3m4!1sDAmm9KmkelYbKv7ksv-A3g!2e0!7i16384!8i8192!4m15!1m7!3m6!1s0x80e91526edf4afa9:0x8b7bc5aca9ec8d3a!2sState+%26+Hope!8m2!3d34.44045!4d-119.7466735!16s%2Fg%2F11cr__ywfj!3m6!1s0x80e915268cd958d9:0xe4ae14903872a240!8m2!3d34.440555!4d-119.74701!10e5!16s%2Fg%2F1tn062zw?entry=ttu"
257,Stat154O,State & Highway 154,Outbound,,34.440689,-119.7605,Yes,wood,yes,Yes,yes,2,Wooden,,1,Concrete,Yes,,Wooden Shelter,"https://www.google.com/maps/place/State+%26+Highway+154/@34.4406134,-119.7604075,3a,42.2y,335.42h,84.59t/data=!3m6!1e1!3m4!1sTXTdueKmPoCICs7wJFrzWA!2e0!7i16384!8i8192!4m15!1m7!3m6!1s0x80e91530ac0efaa1:0x8862fc17d802d8f9!2sState+%26+Highway+154!8m2!3d34.440504!4d-119.7596735!16s%2Fg%2F11c1pb5bmg!3m6!1s0x80e915374d8c38d3:0xb3830d0638e0e69f!8m2!3d34.440689!4d-119.7605!10e5!16s%2Fg%2F11b6ylz318?entry=ttu"
258,HollNogO,Hollister & Nogal,Outbound,,34.440027,-119.77143,No,,yes,No,yes,0,,,0,,No,,Powder Coated Pole - Green,"https://www.google.com/maps/place/Hollister+%26+Nogal/@34.4397876,-119.7721658,3a,48y,317.28h,86.52t/data=!3m6!1e1!3m4!1sv8AbbJtT8sX0OlQ3shstQw!2e0!7i16384!8i8192!4m7!3m6!1s0x80e915492d1d7bbd:0x551a02c96a38b800!8m2!3d34.440027!4d-119.77143!10e5!16s%2Fg%2F11b6yc6znh?entry=ttu"
259,HollAuEO,Hollister & Auhay East,Outbound,,34.439368,-119.77474,No,,yes,Yes,yes,1,Wooden,,0,,No,Bob painted and repaired 07/15/2024,Green - Finial,"https://www.google.com/maps/place/Hollister+%26+Nogal/@34.4392848,-119.774999,3a,42.9y,44.46h,87.08t/data=!3m6!1e1!3m4!1swazEpE9vMt-8XmQgUhC0LA!2e0!7i16384!8i8192!4m7!3m6!1s0x80e915492d1d7bbd:0x551a02c96a38b800!8m2!3d34.440027!4d-119.77143!10e5!16s%2Fg%2F11b6yc6znh?entry=ttu"
260,HollSpoO,Hollister & Sport Center,Outbound,,34.438878,-119.777638,yes,wood,yes,Yes,yes,no,,,0,,Yes,,Wooden Shelter,"https://www.google.com/maps/place/Hollister+%26+Sport+Center/@34.438832,-119.7775657,3a,19.8y,290.16h,85.78t/data=!3m6!1e1!3m4!1s2GygVhOZRWLQoTp9OQ6JuA!2e0!7i16384!8i8192!4m7!3m6!1s0x80e91551d8ac051d:0x42f91e14d9c08936!8m2!3d34.438878!4d-119.777638!10e5!16s%2Fg%2F1tg5zyw0?entry=ttu"
261,HollSaAO,Hollister & San Antonio,Outbound,,34.438058,-119.78201,No,,yes,Yes,Yes,1,Green Wabash,,0,,Yes,,Green - Finial,"https://www.google.com/maps/place/Hollister+%26+San+Antonio/@34.4379683,-119.7823266,3a,30.4y,46.41h,84.62t/data=!3m6!1e1!3m4!1sFL-nE7pUg5UCkwycEiJTJg!2e0!7i16384!8i8192!4m11!1m2!2m1!1sHollister+%26+San+Antonio!3m7!1s0x80e9155140b70d63:0x604ebbad4d42c934!8m2!3d34.438058!4d-119.78201!10e5!15sChdIb2xsaXN0ZXIgJiBTYW4gQW50b25pbyIDiAEBkgEIYnVzX3N0b3DgAQA!16s%2Fg%2F1tg2kzy5?entry=ttu"
262,HollPueN,Hollister & Puente,Inbound,,34.437568,-119.783424,No,,yes,Yes,yes,1,Green Wabash,,0,,Yes,,Green - Finial,"https://www.google.com/maps/place/Hollister+%26+Puente/@34.4375898,-119.7835181,3a,42.8y,121.98h,86.44t/data=!3m6!1e1!3m4!1sRHcwNEn0xRfSsWLBPY5DbA!2e0!7i16384!8i8192!4m15!1m7!3m6!1s0x80e91556b64ab5d7:0x719bbe6894ef3533!2sHollister+%26+Puente!8m2!3d34.43763!4d-119.783677!16s%2Fg%2F11cr_vwhv2!3m6!1s0x80e91556b5fdea63:0x3cd75cea47952e08!8m2!3d34.437568!4d-119.783424!10e5!16s%2Fg%2F1tpll0yb?entry=ttu"
263,HollSaMN,Hollister & San Marcos,Inbound,,34.435412,-119.7949,no,,yes,Yes,yes,1,Green Wabash,,1,Green Wabash,No,,Powder Coated Pole - Green,"https://www.google.com/maps/place/Hollister+%26+Puente/@34.435458,-119.7948862,3a,43.1y,195.28h,79.39t/data=!3m6!1e1!3m4!1s14Wbs8B5y6PkuxIzNCMOKw!2e0!7i16384!8i8192!4m11!1m2!2m1!1sHollister+%26+San+Marcos!3m7!1s0x80e91556b9c6bcd3:0xf25e90da90c4cde!8m2!3d34.437692!4d-119.78393!10e5!15sChZIb2xsaXN0ZXIgJiBTYW4gTWFyY29zIgOIAQGSAQhidXNfc3RvcOABAA!16s%2Fg%2F1tmy5c5r?entry=ttu"
264,HollWalN,Hollister & Walnut,Inbound,,34.434737,-119.801836,yes,wood,yes,Yes,yes,1,Wooden,,1,Concrete,Yes,,Wooden Shelter,"https://www.google.com/maps/place/Hollister+%26+Puente/@34.4347829,-119.8018914,3a,51.3y,151.73h,82.21t/data=!3m6!1e1!3m4!1somUs98_iKGojQfWf-Y5W9Q!2e0!7i16384!8i8192!4m11!1m2!2m1!1sHollister+%26+San+Marcos!3m7!1s0x80e91556b9c6bcd3:0xf25e90da90c4cde!8m2!3d34.437692!4d-119.78393!10e5!15sChZIb2xsaXN0ZXIgJiBTYW4gTWFyY29zIgOIAQGSAQhidXNfc3RvcOABAA!16s%2Fg%2F1tmy5c5r?entry=ttu"
265,HollLasO,Hollister & Lassen,Outbound,,34.435071,-119.807,no,,yes,Yes,yes,1,Wooden,,1,City Can (Dome),Yes,,Green - Finial,"https://www.google.com/maps/place/Hollister+%26+Lassen/@34.4350322,-119.8068878,3a,46.8y,341.91h,85.72t/data=!3m6!1e1!3m4!1sZfIoh4zc8MAAP4PvcNuKYA!2e0!7i16384!8i8192!4m7!3m6!1s0x80e93ff42d57712b:0x61513d370dc3a97f!8m2!3d34.435071!4d-119.807!10e5!16s%2Fg%2F11b6yffs1b?entry=ttu"
266,HollPatN,Hollister & Patterson,Inbound,,34.434861,-119.809438,yes,LNI,yes,Yes,yes,1,Green Wabash,,1,Green Wabash,Yes,,LNI Shelter,"https://www.google.com/maps/place/Hollister+%26+Patterson/@34.4349248,-119.8102573,3a,41.8y,152.33h,91.62t/data=!3m6!1e1!3m4!1ssjI2NEvun1KslwIMgVftKQ!2e0!7i16384!8i8192!4m7!3m6!1s0x80e93ff5076f5ce3:0x855b240af0025243!8m2!3d34.434861!4d-119.809438!10e5!16s%2Fg%2F1vyk2tt0?entry=ttu"
268,HollWarO,Hollister & Ward,Outbound,,34.435448,-119.81741,no,,yes,Yes,yes,1,Concrete,,0,,Yes,,Green - Finial,"https://www.google.com/maps/place/Hollister+%26+Ward/@34.4353626,-119.8173834,3a,42.8y,352.98h,93.11t/data=!3m7!1e1!3m5!1sUY-pG_8mNd6Uwjkwy8mmxg!2e0!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fpanoid%3DUY-pG_8mNd6Uwjkwy8mmxg%26cb_client%3Dsearch.gws-prod.gps%26w%3D86%26h%3D86%26yaw%3D342.84213%26pitch%3D0%26thumbfov%3D100!7i16384!8i8192!4m7!3m6!1s0x80e94075fb42c8b1:0x7358b6b01c53cbe2!8m2!3d34.435448!4d-119.81741!10e5!16s%2Fg%2F1thzv322?entry=ttu"
269,HollWenO,Hollister & Wendy's,Outbound,,34.435772,-119.82389,yes,LNI,yes,No,yes,1,Green Wabash,,1,City Can (Dome),Yes,,LNI Shelter,"https://www.google.com/maps/place/Hollister+%26+Wendy's/@34.4357338,-119.8238987,3a,63.9y,17.18h,85t/data=!3m6!1e1!3m4!1sCt27esCqOQzu-CPvOHf9Wg!2e0!7i16384!8i8192!4m7!3m6!1s0x80e94077804385cf:0x984007cfbfb18957!8m2!3d34.435772!4d-119.82389!10e5!16s%2Fg%2F1tdwv_pk?entry=ttu"
270,HollOraO,Hollister & Orange,Outbound,,34.436151,-119.82935,no,,yes,Yes,yes,1,Concrete,,1,City Can (Dome),Yes,,Green - Finial,"https://www.google.com/maps/place/Hollister+%26+Orange/@34.4360696,-119.8293323,3a,49.3y,355.31h,81.5t/data=!3m7!1e1!3m5!1sdqkocaOqUEDAUIkSMAKhzg!2e0!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fpanoid%3DdqkocaOqUEDAUIkSMAKhzg%26cb_client%3Dmaps_sv.tactile.gps%26w%3D203%26h%3D100%26yaw%3D349.19592%26pitch%3D0%26thumbfov%3D100!7i16384!8i8192!4m7!3m6!1s0x80e9407952bfc68f:0xdbdac25ea35f99d4!8m2!3d34.436151!4d-119.82935!10e5!16s%2Fg%2F1vk6zjsn?entry=ttu"
271,HollLopO,Hollister & Lopez,Outbound,,34.43435,-119.835804,yes,LNI,yes,No,yes,1,Green Wabash,,1,Green Wabash,No,,LNI Shelter,"https://www.google.com/maps/place/Hollister+%26+Lopez/@34.4343097,-119.8357848,3a,75y,326.93h,81.28t/data=!3m6!1e1!3m4!1swDW5Gj-RUWOJgZgCyL6QsA!2e0!7i16384!8i8192!4m7!3m6!1s0x80e94080a600eb69:0xb00ded0ab8fae7ca!8m2!3d34.43435!4d-119.835804!10e5!16s%2Fg%2F1tcwg8xr?entry=ttu"
272,HollLovO,Hollister & David Love,Outbound,,34.43355,-119.83894,no,,yes,No,yes,1,Green Wabash,,0,,No,,Green - Finial,"https://www.google.com/maps/place/Hollister+%26+David+Love/@34.4334975,-119.8389979,3a,45y,298.1h,84.98t/data=!3m6!1e1!3m4!1sqIgONzpBkBFWK7lzfsOkaA!2e0!7i16384!8i8192!4m7!3m6!1s0x80e940813072bf33:0x3b197a6cd9f7d81d!8m2!3d34.43355!4d-119.83894!10e5!16s%2Fg%2F1tdd0_f_?entry=ttu"
273,HollLaPO,Hollister & La Patera,Outbound,,34.432855,-119.841708,no,,yes,Yes,yes,no,,,0,,Yes,,Green - Finial,"https://www.google.com/maps/place/Hollister+%26+La+Patera/@34.4327678,-119.8416844,3a,21.2y,296.62h,88.08t/data=!3m6!1e1!3m4!1sS0nmef2PLBqCIY8tC-RXIQ!2e0!7i16384!8i8192!4m15!1m7!3m6!1s0x80e94083e4904701:0x72361b5fc808c41c!2sHollister+%26+La+Patera!8m2!3d34.43264!4d-119.841502!16s%2Fg%2F1tdk0x4g!3m6!1s0x80e94083fa988147:0x1e85dd588a3358b1!8m2!3d34.432855!4d-119.841708!10e5!16s%2Fg%2F11dxkf9tvd?entry=ttu"
274,HollRobO,Hollister & Robin Hill,Outbound,,34.431927,-119.845667,no,,yes,No,yes,no,,,0,,No,,Green - Finial,"https://www.google.com/maps/place/Hollister+%26+Robin+Hill/@34.4319142,-119.8455871,3a,45.7y,296.99h,86.03t/data=!3m6!1e1!3m4!1shziVyeJYYD6vlpkVISL7zA!2e0!7i16384!8i8192!4m7!3m6!1s0x80e940835c4f0db7:0x6c7dc4d6e4c35a22!8m2!3d34.431927!4d-119.845667!10e5!16s%2Fg%2F1tg6qf5_?entry=ttu"
276,HollWilO,Hollister & Willow Springs,Outbound,,34.431171,-119.849878,yes,wood,yes,No,yes,1,Wooden,,1,Green Wabash,Yes,,Wooden Shelter,"https://www.google.com/maps/place/Hollister+%26+Willow+Springs/@34.4310972,-119.8499265,3a,45.3y,31.49h,85.74t/data=!3m6!1e1!3m4!1sj-1daXEx0lTMDKt2eGqFkg!2e0!7i16384!8i8192!4m7!3m6!1s0x80e9409b87ee925f:0x8d23edad7b966f43!8m2!3d34.431171!4d-119.849878!10e5!16s%2Fg%2F1tdhf9hl?entry=ttu"
277,HollCrWO,Hollister & Los Carneros Way,Outbound,,34.430963,-119.853649,no,,yes,No,yes,1,Concrete,,0,,No,,Green - Finial,"https://www.google.com/maps/place/Hollister+%26+Los+Carneros+Way/@34.430892,-119.8535713,3a,41.3y,333.1h,88.69t/data=!3m6!1e1!3m4!1sNQqhhqEk0xBgToymtrOfgQ!2e0!7i16384!8i8192!4m10!1m2!2m1!1sHollister+%26+Los+Carneros+Way!3m6!1s0x80e940994658cf29:0x14a91fab6249a586!8m2!3d34.430963!4d-119.853649!10e5!16s%2Fg%2F1tf31q2w?entry=ttu"
278,HollCreO,Hollister & Cremona,Outbound,,34.430791,-119.857232,yes,Metal,yes,Yes,yes,1 (long metal),Metal ,,0,,Yes,,LNI Shelter,"https://www.google.com/maps/place/Hollister+%26+Cremona/@34.4306814,-119.8572955,3a,19y,24.21h,86.81t/data=!3m6!1e1!3m4!1s_5ZFgfF-dggFHA5eODDbhw!2e0!7i16384!8i8192!4m7!3m6!1s0x80e94098ea268b95:0x3683df4e4b2112a5!8m2!3d34.430791!4d-119.857232!10e5!16s%2Fg%2F1tcz_v6y?entry=ttu"
279,HollLCRN,Hollister & Los Carneros Road,Inbound,,34.430332,-119.85909,no,,yes,Yes,yes,1,Concrete,,0,,No,,Green - Finial,"https://www.google.com/maps/place/Hollister+%26+Los+Carneros+Road/@34.430376,-119.8591166,3a,42.9y,182.85h,79.52t/data=!3m6!1e1!3m4!1sg-MPO2gdVQh-lhjjYfp3vQ!2e0!7i16384!8i8192!4m11!1m2!2m1!1sHollister+%26+Los+Carneros+Road!3m7!1s0x80e940a26815a54d:0x189f2dbf9f39a644!8m2!3d34.430401!4d-119.8597475!10e5!15sCh1Ib2xsaXN0ZXIgJiBMb3MgQ2FybmVyb3MgUm9hZJIBF2xvZ2ljYWxfdHJhbnNpdF9zdGF0aW9u4AEA!16s%2Fg%2F11c53bwzm_?entry=ttu"
280,HollCorO,Hollister & Coromar,Outbound,,34.430373,-119.863106,no,,yes,Yes,yes,1,Concrete,,0,,No,,Street lamp,"https://www.google.com/maps/place/Hollister+%26+Coromar/@34.4303107,-119.8631049,3a,48.4y,344.71h,85.58t/data=!3m7!1e1!3m5!1svq0LFYgyoAEKEScgrTfb4g!2e0!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fpanoid%3Dvq0LFYgyoAEKEScgrTfb4g%26cb_client%3Dsearch.gws-prod.gps%26w%3D86%26h%3D86%26yaw%3D359.20557%26pitch%3D0%26thumbfov%3D100!7i16384!8i8192!4m15!1m7!3m6!1s0x80e940a3796c495b:0x2b304b0a12743156!2sHollister+%26+Coromar!8m2!3d34.430302!4d-119.863679!16s%2Fg%2F11c534p1qr!3m6!1s0x80e940a379f2639b:0x93552fb5274aeac7!8m2!3d34.430373!4d-119.863106!10e5!16s%2Fg%2F1tj808sw?entry=ttu"
281,StorMarN,Storke & Market Place,Inbound,,34.428296,-119.86987,no,,yes,Yes,Yes,1,Wooden,,1,Green Wabash,Yes,,Galvinized Pole - Silver,"https://www.google.com/maps/place/Storke+Rd+%26+Market+Pl+Dr,+Goleta,+CA+93117/@34.4281034,-119.8697573,3a,36.8y,274.56h,88.32t/data=!3m6!1e1!3m4!1skFsBE1EJOYq6NfvzbVNivw!2e0!7i16384!8i8192!4m7!3m6!1s0x80e940a57ee948eb:0x1801f0c37a52556e!8m2!3d34.4286596!4d-119.8695926!10e5!16s%2Fg%2F11f3crnn5d?entry=ttu"
282,SaFeStor,Santa Felicia & Storke,n/a,,34.426688,-119.8715,no,,yes,No,Yes,no,,,0,,Yes,,Powder Coated Pole - Green,"https://www.google.com/maps/place/Santa+Felicia+%26+Storke/@34.4266779,-119.8713888,3a,18.5y,306.94h,88.64t/data=!3m7!1e1!3m5!1sx3Oy5YU5iPajUXnwL3DiZg!2e0!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fpanoid%3Dx3Oy5YU5iPajUXnwL3DiZg%26cb_client%3Dsearch.gws-prod.gps%26w%3D86%26h%3D86%26yaw%3D292.78995%26pitch%3D0%26thumbfov%3D100!7i16384!8i8192!4m11!1m2!2m1!1sSanta+Felicia+%26+Storke!3m7!1s0x80e940af424a1d87:0x4964d8c3607ad0c!8m2!3d34.4267583!4d-119.8715618!10e5!15sChZTYW50YSBGZWxpY2lhICYgU3RvcmtlkgEIYnVzX3N0b3DgAQA!16s%2Fg%2F1wfcpfzh?entry=ttu"
283,SaFeGirs,Santa Felicia & Girsh Park,n/a,,34.426765,-119.873336,no,,yes,No,Yes,no,,,0,,Yes,,Street Signage pole,"https://www.google.com/maps/place/Santa+Felicia+%26+Girsh+Park/@34.4267247,-119.8732308,3a,42.9y,344.44h,81.95t/data=!3m6!1e1!3m4!1sJaFg8pY3eMbTEjHFCcsMBQ!2e0!7i16384!8i8192!4m7!3m6!1s0x80e940aee4fca5a7:0x6726154973499721!8m2!3d34.426765!4d-119.873336!10e5!16s%2Fg%2F1tj21vym?entry=ttu"
284,HollCamN,Hollister & Camino Real Market Pl,Inbound,,34.42998,-119.872498,Yes,wood,yes,Yes,Yes,1,Wooden,,1,Green Wabash,Yes,,Wooden Shelter,"https://www.google.com/maps/place/Hollister+%26+Plaza+Ave/@34.4300412,-119.8726403,3a,35.6y,159.23h,85.72t/data=!3m6!1e1!3m4!1s9Ef38jE8zg4_nDo0OK6Kug!2e0!7i16384!8i8192!4m16!1m8!3m7!1s0x80e940aee4fca5a7:0x6726154973499721!2sSanta+Felicia+%26+Girsh+Park!8m2!3d34.426765!4d-119.873336!10e5!16s%2Fg%2F1tj21vym!3m6!1s0x80e940b1d57d909b:0xf636f65f485e766e!8m2!3d34.42998!4d-119.872498!10e5!16s%2Fg%2F11b6yc7d5x?entry=ttu"
285,HollAdamsN,Hollister & Adams,Inbound,,34.431265,-119.847942,Yes,LNI,yes,Yes,yes,1,Green Wabash,,0,,Yes,,Green - Finial,"https://www.google.com/maps/place/Hollister+at+Aero+Camino/@34.4312801,-119.8480684,3a,75y,147.02h,90.37t/data=!3m6!1e1!3m4!1svCQcqCwh8qoSCcP9tiXg4A!2e0!7i16384!8i8192!4m7!3m6!1s0x80e9409ca1123fc7:0x259988b821957924!8m2!3d34.4314963!4d-119.8480189!10e5!16s%2Fg%2F11n149sdt3?entry=ttu"
286,HollHarN,Hollister & Hartley,Inbound,,34.43344,-119.838328,no,,yes,No,yes,1,Green Wabash,,0,,No,,Green - Finial,"https://www.google.com/maps/place/Hollister+%26+Hartley/@34.4334809,-119.8383177,3a,75y,117.22h,81.82t/data=!3m7!1e1!3m5!1sEKuJWtvBZLaXs_j9kVs2Dg!2e0!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fpanoid%3DEKuJWtvBZLaXs_j9kVs2Dg%26cb_client%3Dsearch.gws-prod.gps%26w%3D86%26h%3D86%26yaw%3D181.23119%26pitch%3D0%26thumbfov%3D100!7i16384!8i8192!4m7!3m6!1s0x80e9408125cceb81:0x61e85c15bc1c7fc3!8m2!3d34.43344!4d-119.838328!10e5!16s%2Fg%2F1vb9dcbn?entry=ttu"
