GEOID,NAME,ttl_jobs,ttl_population
06001404400,"Census Tract 4044, Alameda County, California",98750,5628
06001404501,"Census Tract 4045.01, Alameda County, California",119511,1809
06001404502,"Census Tract 4045.02, Alameda County, California",113427,5891
06001404600,"Census Tract 4046, Alameda County, California",102542,4625
06001404700,"Census Tract 4047, Alameda County, California",100313,2137
06001404800,"Census Tract 4048, Alameda County, California",64331,2647
06001404900,"Census Tract 4049, Alameda County, California",72650,4197
06001405000,"Census Tract 4050, Alameda County, California",93173,3394
06001405100,"Census Tract 4051, Alameda County, California",102946,4285
06001405200,"Census Tract 4052, Alameda County, California",61262,5183
06001405301,"Census Tract 4053.01, Alameda County, California",62685,2954
06001405302,"Census Tract 4053.02, Alameda County, California",45283,2373
06001405401,"Census Tract 4054.01, Alameda County, California",35202,3648
06001405402,"Census Tract 4054.02, Alameda County, California",31238,3357
06001405500,"Census Tract 4055, Alameda County, California",44009,3880
06001405600,"Census Tract 4056, Alameda County, California",40804,3269
06001405700,"Census Tract 4057, Alameda County, California",34520,3531
06001405800,"Census Tract 4058, Alameda County, California",30224,4370
06001405901,"Census Tract 4059.01, Alameda County, California",25223,4426
06001405902,"Census Tract 4059.02, Alameda County, California",28208,2942
06001406000,"Census Tract 4060, Alameda County, California",33767,3796
06001406100,"Census Tract 4061, Alameda County, California",35486,4733
06001406201,"Census Tract 4062.01, Alameda County, California",27023,4995
06001406202,"Census Tract 4062.02, Alameda County, California",30365,4817
06001406300,"Census Tract 4063, Alameda County, California",26615,4383
06001406400,"Census Tract 4064, Alameda County, California",36595,2545
06001406500,"Census Tract 4065, Alameda County, California",29597,6586
06001406601,"Census Tract 4066.01, Alameda County, California",35164,4955
06001406602,"Census Tract 4066.02, Alameda County, California",31729,2698
06001406700,"Census Tract 4067, Alameda County, California",72159,5159
06001406800,"Census Tract 4068, Alameda County, California",58558,3611
06001406900,"Census Tract 4069, Alameda County, California",59688,3608
06001407000,"Census Tract 4070, Alameda County, California",32227,5869
06001407101,"Census Tract 4071.01, Alameda County, California",25811,3821
06001407102,"Census Tract 4071.02, Alameda County, California",31887,4387
06001407200,"Census Tract 4072, Alameda County, California",26443,6985
06001407300,"Census Tract 4073, Alameda County, California",26204,2420
06001407400,"Census Tract 4074, Alameda County, California",27324,4531
06001407500,"Census Tract 4075, Alameda County, California",29257,4299
06001407600,"Census Tract 4076, Alameda County, California",43185,6327
06001407700,"Census Tract 4077, Alameda County, California",55670,4122
06001407800,"Census Tract 4078, Alameda County, California",32500,2728
06001407900,"Census Tract 4079, Alameda County, California",79659,2873
06001408000,"Census Tract 4080, Alameda County, California",85742,2700
06001408100,"Census Tract 4081, Alameda County, California",75864,6320
06001408200,"Census Tract 4082, Alameda County, California",42773,4570
06001408300,"Census Tract 4083, Alameda County, California",48005,5047
06001408400,"Census Tract 4084, Alameda County, California",30156,3201
06001408500,"Census Tract 4085, Alameda County, California",31875,5977
06001408600,"Census Tract 4086, Alameda County, California",30958,7096
06001408700,"Census Tract 4087, Alameda County, California",31847,7909
06001408800,"Census Tract 4088, Alameda County, California",27625,7149
06001408900,"Census Tract 4089, Alameda County, California",26863,3546
06001409000,"Census Tract 4090, Alameda County, California",30160,4687
06001409100,"Census Tract 4091, Alameda County, California",29167,2490
06001409200,"Census Tract 4092, Alameda County, California",35000,3672
06001409300,"Census Tract 4093, Alameda County, California",26407,5303
06001409400,"Census Tract 4094, Alameda County, California",24835,4780
06001409500,"Census Tract 4095, Alameda County, California",27263,4128
06001409600,"Census Tract 4096, Alameda County, California",27253,4978
06001409700,"Census Tract 4097, Alameda County, California",30153,4991
06001409800,"Census Tract 4098, Alameda County, California",44187,3516
06001409900,"Census Tract 4099, Alameda County, California",60231,3642
06001410000,"Census Tract 4100, Alameda County, California",60843,3242
06001410100,"Census Tract 4101, Alameda County, California",48879,2667
06001410200,"Census Tract 4102, Alameda County, California",31977,3630
06001410300,"Census Tract 4103, Alameda County, California",29522,3857
06001410400,"Census Tract 4104, Alameda County, California",39342,4477
06001410500,"Census Tract 4105, Alameda County, California",34926,2705
06001420100,"Census Tract 4201, Alameda County, California",75644,2440
06001420200,"Census Tract 4202, Alameda County, California",63886,3332
06001420300,"Census Tract 4203, Alameda County, California",62906,4977
06001420400,"Census Tract 4204, Alameda County, California",31265,3062
06001420500,"Census Tract 4205, Alameda County, California",63529,2557
06001420600,"Census Tract 4206, Alameda County, California",76800,3436
06001421100,"Census Tract 4211, Alameda County, California",98466,2084
06001421200,"Census Tract 4212, Alameda County, California",86823,3594
06001421300,"Census Tract 4213, Alameda County, California",93375,3873
06001421400,"Census Tract 4214, Alameda County, California",67500,1634
06001421500,"Census Tract 4215, Alameda County, California",78182,3694
06001421600,"Census Tract 4216, Alameda County, California",88000,3617
06001421700,"Census Tract 4217, Alameda County, California",47188,3492
06001421800,"Census Tract 4218, Alameda County, California",70273,2144
06001421900,"Census Tract 4219, Alameda County, California",64110,4171
06001422000,"Census Tract 4220, Alameda County, California",71864,2156
06001422100,"Census Tract 4221, Alameda County, California",46308,3073
06001422200,"Census Tract 4222, Alameda County, California",61125,3237
06001422300,"Census Tract 4223, Alameda County, California",60272,3643
06001422400,"Census Tract 4224, Alameda County, California",39236,4487
06001422500,"Census Tract 4225, Alameda County, California",32976,4400
06001422600,"Census Tract 4226, Alameda County, California",4917,1043
06001422700,"Census Tract 4227, Alameda County, California",9721,5266
06001422800,"Census Tract 4228, Alameda County, California",6325,9064
06001422900,"Census Tract 4229, Alameda County, California",27739,5761
06001423000,"Census Tract 4230, Alameda County, California",53069,4962
06001423100,"Census Tract 4231, Alameda County, California",61375,4413
06001423200,"Census Tract 4232, Alameda County, California",43571,2982
06001423300,"Census Tract 4233, Alameda County, California",71375,3504
06001423400,"Census Tract 4234, Alameda County, California",50348,5163
06001423500,"Census Tract 4235, Alameda County, California",42898,3426
06001423601,"Census Tract 4236.01, Alameda County, California",47533,2671
06001423602,"Census Tract 4236.02, Alameda County, California",16330,6528
06001423700,"Census Tract 4237, Alameda County, California",40110,4148
06001423800,"Census Tract 4238, Alameda County, California",86250,2986
06001423901,"Census Tract 4239.01, Alameda County, California",52994,2054
06001423902,"Census Tract 4239.02, Alameda County, California",57609,1605
06001424001,"Census Tract 4240.01, Alameda County, California",42215,4027
06001424002,"Census Tract 4240.02, Alameda County, California",51118,2583
06001425101,"Census Tract 4251.01, Alameda County, California",86181,1659
06001425102,"Census Tract 4251.02, Alameda County, California",78858,3906
06001425103,"Census Tract 4251.03, Alameda County, California",89250,2795
06001425104,"Census Tract 4251.04, Alameda County, California",69875,3539
06001426100,"Census Tract 4261, Alameda County, California",110288,6521
06001426200,"Census Tract 4262, Alameda County, California",101231,4796
06001427100,"Census Tract 4271, Alameda County, California",76136,3975
06001427200,"Census Tract 4272, Alameda County, California",51133,4180
06001427300,"Census Tract 4273, Alameda County, California",62917,5346
06001427600,"Census Tract 4276, Alameda County, California",43245,5200
06001427700,"Census Tract 4277, Alameda County, California",61204,5201
06001427800,"Census Tract 4278, Alameda County, California",56734,4954
06001427900,"Census Tract 4279, Alameda County, California",49012,5052
06001428000,"Census Tract 4280, Alameda County, California",59924,2877
06001428100,"Census Tract 4281, Alameda County, California",58844,4839
06001428200,"Census Tract 4282, Alameda County, California",59387,6606
06001428301,"Census Tract 4283.01, Alameda County, California",68914,7277
06001428302,"Census Tract 4283.02, Alameda County, California",86921,7424
06001428400,"Census Tract 4284, Alameda County, California",54840,4568
06001428500,"Census Tract 4285, Alameda County, California",74417,3097
06001428600,"Census Tract 4286, Alameda County, California",77727,3454
06001428700,"Census Tract 4287, Alameda County, California",50665,4472
06001430101,"Census Tract 4301.01, Alameda County, California",73636,6842
06001430102,"Census Tract 4301.02, Alameda County, California",80313,2424
06001430200,"Census Tract 4302, Alameda County, California",69649,6878
06001430300,"Census Tract 4303, Alameda County, California",68084,3826
06001430400,"Census Tract 4304, Alameda County, California",82308,2107
06001430500,"Census Tract 4305, Alameda County, California",44721,5987
06001430600,"Census Tract 4306, Alameda County, California",57755,6486
06001430700,"Census Tract 4307, Alameda County, California",62325,4170
06001430800,"Census Tract 4308, Alameda County, California",63864,5282
06001430900,"Census Tract 4309, Alameda County, California",41684,5309
06001431000,"Census Tract 4310, Alameda County, California",51301,2777
06001431100,"Census Tract 4311, Alameda County, California",47593,3561
06001431200,"Census Tract 4312, Alameda County, California",63109,5574
06001432100,"Census Tract 4321, Alameda County, California",63458,3574
06001432200,"Census Tract 4322, Alameda County, California",50977,4078
06001432300,"Census Tract 4323, Alameda County, California",49463,4744
06001432400,"Census Tract 4324, Alameda County, California",35725,7003
06001432501,"Census Tract 4325.01, Alameda County, California",30032,4854
06001432502,"Census Tract 4325.02, Alameda County, California",38172,5178
06001432600,"Census Tract 4326, Alameda County, California",45446,7043
06001432700,"Census Tract 4327, Alameda County, California",61090,2816
06001432800,"Census Tract 4328, Alameda County, California",60432,3979
06001433000,"Census Tract 4330, Alameda County, California",56454,3654
06001433102,"Census Tract 4331.02, Alameda County, California",42461,4485
06001433103,"Census Tract 4331.03, Alameda County, California",42992,3523
06001433104,"Census Tract 4331.04, Alameda County, California",41800,3724
06001433200,"Census Tract 4332, Alameda County, California",39635,7991
06001433300,"Census Tract 4333, Alameda County, California",42190,7761
06001433400,"Census Tract 4334, Alameda County, California",63222,5934
06001433500,"Census Tract 4335, Alameda County, California",44756,4830
06001433600,"Census Tract 4336, Alameda County, California",34371,6094
06001433700,"Census Tract 4337, Alameda County, California",40762,3503
06001433800,"Census Tract 4338, Alameda County, California",39685,8179
06001433900,"Census Tract 4339, Alameda County, California",34063,7685
06001434000,"Census Tract 4340, Alameda County, California",38864,5334
06001435102,"Census Tract 4351.02, Alameda County, California",47500,6189
06001435103,"Census Tract 4351.03, Alameda County, California",87595,7420
06001435104,"Census Tract 4351.04, Alameda County, California",43289,6117
06001435200,"Census Tract 4352, Alameda County, California",49934,4659
06001435300,"Census Tract 4353, Alameda County, California",43777,4739
06001435400,"Census Tract 4354, Alameda County, California",45991,4538
06001435500,"Census Tract 4355, Alameda County, California",44235,3983
06001435601,"Census Tract 4356.01, Alameda County, California",38291,5662
06001435602,"Census Tract 4356.02, Alameda County, California",45470,5453
06001435700,"Census Tract 4357, Alameda County, California",41590,5231
06001435800,"Census Tract 4358, Alameda County, California",45040,5543
06001435900,"Census Tract 4359, Alameda County, California",50035,5371
06001436000,"Census Tract 4360, Alameda County, California",49944,5063
06001436100,"Census Tract 4361, Alameda County, California",51537,5977
06001436200,"Census Tract 4362, Alameda County, California",42874,4266
06001436300,"Census Tract 4363, Alameda County, California",46179,9444
06001436401,"Census Tract 4364.01, Alameda County, California",57923,7173
06001436402,"Census Tract 4364.02, Alameda County, California",80964,2704
06001436500,"Census Tract 4365, Alameda County, California",43045,5375
06001436601,"Census Tract 4366.01, Alameda County, California",42244,6938
06001436602,"Census Tract 4366.02, Alameda County, California",41410,5113
06001436700,"Census Tract 4367, Alameda County, California",39775,3265
06001436800,"Census Tract 4368, Alameda County, California",42904,4382
06001436900,"Census Tract 4369, Alameda County, California",37344,6745
06001437000,"Census Tract 4370, Alameda County, California",51071,3493
06001437101,"Census Tract 4371.01, Alameda County, California",50767,7867
06001437102,"Census Tract 4371.02, Alameda County, California",42402,4521
06001437200,"Census Tract 4372, Alameda County, California",50837,7489
06001437300,"Census Tract 4373, Alameda County, California",38350,3277
06001437400,"Census Tract 4374, Alameda County, California",47923,3485
06001437500,"Census Tract 4375, Alameda County, California",42025,4531
06001437600,"Census Tract 4376, Alameda County, California",44091,3536
06001437701,"Census Tract 4377.01, Alameda County, California",37541,3773
06001437702,"Census Tract 4377.02, Alameda County, California",31379,4295
06001437800,"Census Tract 4378, Alameda County, California",46980,4997
06001437900,"Census Tract 4379, Alameda County, California",40960,2321
06001438000,"Census Tract 4380, Alameda County, California",48047,3952
06001438100,"Census Tract 4381, Alameda County, California",50845,8307
06001438201,"Census Tract 4382.01, Alameda County, California",37371,5144
06001438203,"Census Tract 4382.03, Alameda County, California",43338,3888
06001438204,"Census Tract 4382.04, Alameda County, California",49583,5838
06001438300,"Census Tract 4383, Alameda County, California",38172,3767
06001438400,"Census Tract 4384, Alameda County, California",38100,2757
06001440100,"Census Tract 4401, Alameda County, California",58125,2799
06001440200,"Census Tract 4402, Alameda County, California",43396,6125
06001440301,"Census Tract 4403.01, Alameda County, California",51918,7596
06001440304,"Census Tract 4403.04, Alameda County, California",49928,5035
06001440305,"Census Tract 4403.05, Alameda County, California",52380,4190
06001440306,"Census Tract 4403.06, Alameda County, California",43310,4322
06001440307,"Census Tract 4403.07, Alameda County, California",50372,4748
06001440308,"Census Tract 4403.08, Alameda County, California",61978,6171
06001440331,"Census Tract 4403.31, Alameda County, California",46581,3276
06001440332,"Census Tract 4403.32, Alameda County, California",84091,3505
06001440333,"Census Tract 4403.33, Alameda County, California",52668,2982
06001440334,"Census Tract 4403.34, Alameda County, California",51243,4414
06001440335,"Census Tract 4403.35, Alameda County, California",90699,7051
06001440336,"Census Tract 4403.36, Alameda County, California",49669,4437
06001441100,"Census Tract 4411, Alameda County, California",68542,4625
06001441200,"Census Tract 4412, Alameda County, California",62808,7277
06001441301,"Census Tract 4413.01, Alameda County, California",77100,3301
06001441302,"Census Tract 4413.02, Alameda County, California",71250,5937
06001441401,"Census Tract 4414.01, Alameda County, California",63526,8082
06001441402,"Census Tract 4414.02, Alameda County, California",81641,5407
06001441501,"Census Tract 4415.01, Alameda County, California",73512,6546
06001441503,"Census Tract 4415.03, Alameda County, California",101662,8013
06001441521,"Census Tract 4415.21, Alameda County, California",102629,6175
06001441522,"Census Tract 4415.22, Alameda County, California",69282,5233
06001441523,"Census Tract 4415.23, Alameda County, California",102891,4418
06001441524,"Census Tract 4415.24, Alameda County, California",107438,4215
06001441601,"Census Tract 4416.01, Alameda County, California",63750,4982
06001441602,"Census Tract 4416.02, Alameda County, California",53336,8113
06001441700,"Census Tract 4417, Alameda County, California",71037,8527
06001441800,"Census Tract 4418, Alameda County, California",63940,7543
06001441921,"Census Tract 4419.21, Alameda County, California",67154,3909
06001441923,"Census Tract 4419.23, Alameda County, California",63984,6250
06001441924,"Census Tract 4419.24, Alameda County, California",88528,7481
06001441925,"Census Tract 4419.25, Alameda County, California",94534,7291
06001441926,"Census Tract 4419.26, Alameda County, California",61111,4595
06001441927,"Census Tract 4419.27, Alameda County, California",85637,4492
06001442000,"Census Tract 4420, Alameda County, California",90455,3419
06001442100,"Census Tract 4421, Alameda County, California",105000,5462
06001442200,"Census Tract 4422, Alameda County, California",104967,7473
06001442301,"Census Tract 4423.01, Alameda County, California",59832,5496
06001442302,"Census Tract 4423.02, Alameda County, California",64095,6366
06001442400,"Census Tract 4424, Alameda County, California",53998,6822
06001442500,"Census Tract 4425, Alameda County, California",48556,7374
06001442601,"Census Tract 4426.01, Alameda County, California",68043,4160
06001442602,"Census Tract 4426.02, Alameda County, California",54107,5059
06001442700,"Census Tract 4427, Alameda County, California",82515,3048
06001442800,"Census Tract 4428, Alameda County, California",52333,2952
06001442900,"Census Tract 4429, Alameda County, California",54464,7761
06001443001,"Census Tract 4430.01, Alameda County, California",61705,2891
06001443002,"Census Tract 4430.02, Alameda County, California",51663,6930
06001443102,"Census Tract 4431.02, Alameda County, California",110547,5065
06001443103,"Census Tract 4431.03, Alameda County, California",107783,4107
06001443104,"Census Tract 4431.04, Alameda County, California",108182,5620
06001443105,"Census Tract 4431.05, Alameda County, California",104545,4785
06001443200,"Census Tract 4432, Alameda County, California",104727,4053
06001443301,"Census Tract 4433.01, Alameda County, California",77260,4355
06001443321,"Census Tract 4433.21, Alameda County, California",96441,3368
06001443322,"Census Tract 4433.22, Alameda County, California",102708,3308
06001444100,"Census Tract 4441, Alameda County, California",61465,7556
06001444200,"Census Tract 4442, Alameda County, California",47909,7112
06001444301,"Census Tract 4443.01, Alameda County, California",63175,3973
06001444302,"Census Tract 4443.02, Alameda County, California",49450,5185
06001444400,"Census Tract 4444, Alameda County, California",43923,5477
06001444500,"Census Tract 4445, Alameda County, California",51793,7518
06001444601,"Census Tract 4446.01, Alameda County, California",61165,5787
06001444602,"Census Tract 4446.02, Alameda County, California",70847,4563
06001450101,"Census Tract 4501.01, Alameda County, California",94375,5750
06001450102,"Census Tract 4501.02, Alameda County, California",91719,5664
06001450200,"Census Tract 4502, Alameda County, California",86324,5244
06001450300,"Census Tract 4503, Alameda County, California",69507,5212
06001450400,"Census Tract 4504, Alameda County, California",61099,7286
06001450501,"Census Tract 4505.01, Alameda County, California",80875,3156
06001450502,"Census Tract 4505.02, Alameda County, California",95946,5490
06001450601,"Census Tract 4506.01, Alameda County, California",106348,3641
06001450602,"Census Tract 4506.02, Alameda County, California",91429,10265
06001450603,"Census Tract 4506.03, Alameda County, California",79172,5155
06001450604,"Census Tract 4506.04, Alameda County, California",79880,5505
06001450605,"Census Tract 4506.05, Alameda County, California",98750,3893
06001450606,"Census Tract 4506.06, Alameda County, California",101858,6254
06001450607,"Census Tract 4506.07, Alameda County, California",76132,5717
06001450701,"Census Tract 4507.01, Alameda County, California",100819,8596
06001450741,"Census Tract 4507.41, Alameda County, California",58241,5852
06001450742,"Census Tract 4507.42, Alameda County, California",88971,5436
06001450743,"Census Tract 4507.43, Alameda County, California",91332,6684
06001450744,"Census Tract 4507.44, Alameda County, California",87031,6273
06001450745,"Census Tract 4507.45, Alameda County, California",101302,6712
06001450746,"Census Tract 4507.46, Alameda County, California",85496,3525
06001450750,"Census Tract 4507.50, Alameda County, California",83377,5630
06001450751,"Census Tract 4507.51, Alameda County, California",127552,11119
06001450752,"Census Tract 4507.52, Alameda County, California",108342,7343
06001451101,"Census Tract 4511.01, Alameda County, California",81337,8692
06001451102,"Census Tract 4511.02, Alameda County, California",97862,4003
06001451201,"Census Tract 4512.01, Alameda County, California",53440,7695
06001451202,"Census Tract 4512.02, Alameda County, California",68443,5188
06001451300,"Census Tract 4513, Alameda County, California",62422,6903
06001451401,"Census Tract 4514.01, Alameda County, California",60788,6191
06001451403,"Census Tract 4514.03, Alameda County, California",64375,2308
06001451404,"Census Tract 4514.04, Alameda County, California",37864,7094
06001451501,"Census Tract 4515.01, Alameda County, California",74500,4693
06001451503,"Census Tract 4515.03, Alameda County, California",71314,6182
06001451504,"Census Tract 4515.04, Alameda County, California",54149,1709
06001451505,"Census Tract 4515.05, Alameda County, California",85972,3418
06001451506,"Census Tract 4515.06, Alameda County, California",41757,3385
06001451601,"Census Tract 4516.01, Alameda County, California",86081,5362
06001451602,"Census Tract 4516.02, Alameda County, California",62339,6809
06001451701,"Census Tract 4517.01, Alameda County, California",70708,3112
06001451703,"Census Tract 4517.03, Alameda County, California",84167,4080
06001451704,"Census Tract 4517.04, Alameda County, California",65179,4519
06001981900,"Census Tract 9819, Alameda County, California",90313,58
06001982000,"Census Tract 9820, Alameda County, California",65938,63
06001983200,"Census Tract 9832, Alameda County, California",123641,583
06001990000,"Census Tract 9900, Alameda County, California",NA,0
06003010000,"Census Tract 100, Alpine County, California",29554,1039
06005000101,"Census Tract 1.01, Amador County, California",50543,3908
06005000102,"Census Tract 1.02, Amador County, California",39130,1982
06005000200,"Census Tract 2, Amador County, California",32449,4748
06005000301,"Census Tract 3.01, Amador County, California",38210,5105
06005000303,"Census Tract 3.03, Amador County, California",39913,5623
06005000304,"Census Tract 3.04, Amador County, California",41978,4597
06005000401,"Census Tract 4.01, Amador County, California",40500,4675
06005000402,"Census Tract 4.02, Amador County, California",32330,4639
06005000500,"Census Tract 5, Amador County, California",38816,3152
06007000102,"Census Tract 1.02, Butte County, California",31512,4032
06007000103,"Census Tract 1.03, Butte County, California",42393,5393
06007000104,"Census Tract 1.04, Butte County, California",34263,5517
06007000201,"Census Tract 2.01, Butte County, California",36710,4075
06007000202,"Census Tract 2.02, Butte County, California",31316,3703
06007000300,"Census Tract 3, Butte County, California",24758,4764
06007000401,"Census Tract 4.01, Butte County, California",41212,4186
06007000402,"Census Tract 4.02, Butte County, California",40467,7973
06007000501,"Census Tract 5.01, Butte County, California",29186,4793
06007000502,"Census Tract 5.02, Butte County, California",14858,4402
06007000601,"Census Tract 6.01, Butte County, California",40733,3530
06007000603,"Census Tract 6.03, Butte County, California",7819,3681
06007000604,"Census Tract 6.04, Butte County, California",13198,4245
06007000700,"Census Tract 7, Butte County, California",35900,4626
06007000800,"Census Tract 8, Butte County, California",44763,5664
06007000901,"Census Tract 9.01, Butte County, California",53109,2656
06007000903,"Census Tract 9.03, Butte County, California",26989,6697
06007000904,"Census Tract 9.04, Butte County, California",38308,7107
06007001000,"Census Tract 10, Butte County, California",22280,4122
06007001100,"Census Tract 11, Butte County, California",20153,4388
06007001200,"Census Tract 12, Butte County, California",19220,3706
06007001300,"Census Tract 13, Butte County, California",29288,3689
06007001400,"Census Tract 14, Butte County, California",47639,6088
06007001500,"Census Tract 15, Butte County, California",43899,5834
06007001600,"Census Tract 16, Butte County, California",59032,4753
06007001702,"Census Tract 17.02, Butte County, California",30951,5727
06007001703,"Census Tract 17.03, Butte County, California",40031,2731
06007001704,"Census Tract 17.04, Butte County, California",25563,3583
06007001800,"Census Tract 18, Butte County, California",32134,4356
06007001900,"Census Tract 19, Butte County, California",44205,2625
06007002000,"Census Tract 20, Butte County, California",40734,4974
06007002100,"Census Tract 21, Butte County, California",24540,3603
06007002200,"Census Tract 22, Butte County, California",36577,5138
06007002300,"Census Tract 23, Butte County, California",37966,4263
06007002400,"Census Tract 24, Butte County, California",22041,4660
06007002500,"Census Tract 25, Butte County, California",25866,5946
06007002601,"Census Tract 26.01, Butte County, California",37697,2599
06007002602,"Census Tract 26.02, Butte County, California",28993,3628
06007002700,"Census Tract 27, Butte County, California",31286,5953
06007002800,"Census Tract 28, Butte County, California",19903,3883
06007002900,"Census Tract 29, Butte County, California",26625,2907
06007003001,"Census Tract 30.01, Butte County, California",9621,2553
06007003002,"Census Tract 30.02, Butte County, California",26155,3158
06007003100,"Census Tract 31, Butte County, California",36048,4573
06007003200,"Census Tract 32, Butte County, California",23740,4210
06007003300,"Census Tract 33, Butte County, California",34904,4083
06007003400,"Census Tract 34, Butte County, California",30680,3681
06007003501,"Census Tract 35.01, Butte County, California",35399,3773
06007003502,"Census Tract 35.02, Butte County, California",26152,4495
06007003600,"Census Tract 36, Butte County, California",33902,4202
06007003700,"Census Tract 37, Butte County, California",25961,4889
06009000120,"Census Tract 1.20, Calaveras County, California",40591,4694
06009000121,"Census Tract 1.21, Calaveras County, California",42807,4483
06009000122,"Census Tract 1.22, Calaveras County, California",29625,3560
06009000210,"Census Tract 2.10, Calaveras County, California",45206,11100
06009000220,"Census Tract 2.20, Calaveras County, California",36875,6795
06009000300,"Census Tract 3, Calaveras County, California",32080,7496
06009000400,"Census Tract 4, Calaveras County, California",32788,2722
06009000501,"Census Tract 5.01, Calaveras County, California",34020,2776
06009000503,"Census Tract 5.03, Calaveras County, California",33293,1431
06009000504,"Census Tract 5.04, Calaveras County, California",40250,457
06011000100,"Census Tract 1, Colusa County, California",31240,5647
06011000200,"Census Tract 2, Colusa County, California",32531,5027
06011000300,"Census Tract 3, Colusa County, California",31618,5963
06011000400,"Census Tract 4, Colusa County, California",30865,2252
06011000500,"Census Tract 5, Colusa County, California",28448,2565
06013301000,"Census Tract 3010, Contra Costa County, California",41348,5150
06013302005,"Census Tract 3020.05, Contra Costa County, California",40254,7290
06013302006,"Census Tract 3020.06, Contra Costa County, California",47930,3775
06013302007,"Census Tract 3020.07, Contra Costa County, California",42926,6652
06013302008,"Census Tract 3020.08, Contra Costa County, California",54710,8781
06013302009,"Census Tract 3020.09, Contra Costa County, California",45188,7279
06013302010,"Census Tract 3020.10, Contra Costa County, California",52220,11767
06013303102,"Census Tract 3031.02, Contra Costa County, California",62779,9625
06013303103,"Census Tract 3031.03, Contra Costa County, California",41183,12652
06013303201,"Census Tract 3032.01, Contra Costa County, California",50981,12171
06013303202,"Census Tract 3032.02, Contra Costa County, California",62671,7439
06013303203,"Census Tract 3032.03, Contra Costa County, California",60754,10070
06013303204,"Census Tract 3032.04, Contra Costa County, California",46800,4751
06013303205,"Census Tract 3032.05, Contra Costa County, California",61074,8931
06013304001,"Census Tract 3040.01, Contra Costa County, California",80117,5272
06013304002,"Census Tract 3040.02, Contra Costa County, California",49038,1463
06013304003,"Census Tract 3040.03, Contra Costa County, California",76875,3793
06013304004,"Census Tract 3040.04, Contra Costa County, California",80136,4114
06013304005,"Census Tract 3040.05, Contra Costa County, California",54878,8766
06013305000,"Census Tract 3050, Contra Costa County, California",26639,6561
06013306002,"Census Tract 3060.02, Contra Costa County, California",31223,3837
06013306003,"Census Tract 3060.03, Contra Costa County, California",36480,5193
06013306004,"Census Tract 3060.04, Contra Costa County, California",42335,3616
06013307101,"Census Tract 3071.01, Contra Costa County, California",32354,4516
06013307102,"Census Tract 3071.02, Contra Costa County, California",26609,5330
06013307201,"Census Tract 3072.01, Contra Costa County, California",31123,3803
06013307202,"Census Tract 3072.02, Contra Costa County, California",26227,4299
06013307204,"Census Tract 3072.04, Contra Costa County, California",38588,4386
06013307205,"Census Tract 3072.05, Contra Costa County, California",35438,7557
06013308001,"Census Tract 3080.01, Contra Costa County, California",49920,7653
06013308002,"Census Tract 3080.02, Contra Costa County, California",40998,4472
06013309000,"Census Tract 3090, Contra Costa County, California",39245,3546
