"hour_pacific","median_vehicle_message_age"
21:37:40,32
04:19:20,32
05:40:00,32
00:27:00,32
20:43:20,32
05:24:20,32
05:54:00,32
21:09:20,32
20:22:00,32
22:02:00,32
05:13:00,32
04:51:40,32
22:28:00,32
23:11:00,32
23:02:00,32
22:39:40,32
21:44:40,32
21:54:20,32
22:34:00,32
19:40:40,32
20:13:00,32
20:34:00,32
22:23:00,32
10:20:00,32
20:03:40,32
22:16:00,32
04:17:20,32
20:39:00,32
21:01:00,32
20:07:00,32
23:03:20,32
20:31:20,32
21:14:20,32
04:07:00,32
20:17:20,32
20:45:20,32
23:30:00,32
21:57:20,32
05:49:00,32
05:05:40,32
20:30:20,32
22:56:00,32
23:44:00,32
21:15:40,32
19:37:40,32
22:16:20,32
22:09:00,32
22:59:00,32
23:04:40,32
04:54:00,32
22:47:40,32
22:52:00,32
20:36:20,32
21:43:40,32
04:14:40,32
22:55:00,32
20:49:00,32
23:02:20,32
22:58:40,32
04:36:00,32
20:25:00,32.5
22:17:00,32.5
04:30:40,32.5
03:45:20,32.5
20:56:00,32.5
19:32:40,32.5
23:44:40,32.5
21:48:20,32.5
20:53:00,32.5
22:52:40,32.5
06:01:40,32.5
04:23:40,32.5
04:48:40,32.5
22:58:20,32.5
20:42:00,32.5
05:36:00,32.5
20:15:40,32.5
20:46:00,32.5
23:57:40,32.5
04:37:20,33
04:56:40,33
03:22:00,33
22:13:40,33
03:26:20,33
05:31:00,33
20:56:40,33
22:31:00,33
05:04:00,33
22:01:00,33
20:37:00,33
10:10:00,33
10:31:40,33
22:09:40,33
22:11:40,33
04:08:40,33
20:36:00,33
22:28:20,33
10:09:00,33
04:28:00,33
19:13:00,33
20:43:40,33
22:49:40,33
04:55:40,33
21:06:20,33
06:01:00,33
22:15:00,33
04:29:40,33
22:58:00,33
20:05:00,33
18:41:40,33
10:30:00,33
05:04:40,33
20:54:40,33
05:03:20,33
05:01:00,33
20:42:40,33
22:05:40,33
21:22:00,33
00:30:20,33
04:18:00,33
21:03:00,33
22:25:40,33
06:12:00,33
05:17:00,33
03:41:00,33
05:09:20,33
20:21:20,33
04:58:40,33
22:29:40,33
21:41:00,33
22:27:40,33
21:00:20,33
06:11:40,33
20:47:00,33
03:28:20,33
04:58:20,33
20:57:20,33
13:56:40,33
03:59:20,33
19:05:20,33
21:38:20,33
20:59:20,33
00:26:00,33
20:13:20,33
20:33:00,33
20:49:40,33
05:29:00,33
19:56:00,33
20:26:40,33
04:00:40,33
22:45:00,33
05:44:00,33
23:21:20,33
20:26:20,33
06:09:40,33
11:18:00,33
05:48:00,33
20:22:20,33
03:58:20,33
20:52:40,33
23:16:00,33
23:36:00,33
04:36:20,33
04:34:00,33
21:18:00,33
21:47:20,33
05:46:00,33
20:21:40,33
21:45:40,33
05:27:40,33
05:14:00,33
20:40:00,33
20:38:00,33
22:09:20,33
05:45:20,33
19:34:40,33
20:01:40,33
21:11:20,33
05:18:00,33
21:34:00,33
20:44:20,33
21:53:20,33
05:27:00,33
04:39:20,33
20:54:00,33
20:14:40,33
18:16:00,33
10:00:00,33
22:03:00,33
19:51:20,33
04:33:20,33
21:35:40,33
04:53:40,33
05:30:00,33
22:55:40,33
21:12:20,33
20:11:00,33
20:46:20,33
22:44:20,33
20:25:20,33
20:46:40,33
20:23:00,33
06:02:00,33
20:39:20,33
21:19:00,33.5
22:22:40,33.5
03:42:00,33.5
22:00:00,33.5
23:52:00,33.5
04:23:00,33.5
03:40:20,33.5
03:54:40,33.5
00:07:00,33.5
04:15:40,33.5
23:38:00,33.5
05:23:20,33.5
00:25:00,33.5
12:17:40,33.5
06:14:40,33.5
03:42:20,33.5
20:20:40,33.5
20:26:00,33.5
06:39:20,33.5
20:14:00,34
14:37:40,34
20:15:00,34
05:15:00,34
23:49:00,34
04:10:40,34
20:34:20,34
08:14:40,34
22:08:00,34
22:21:20,34
20:27:40,34
22:18:00,34
18:33:40,34
05:28:00,34
06:08:00,34
20:59:40,34
04:35:00,34
22:44:00,34
13:54:40,34
04:57:20,34
04:12:20,34
14:03:40,34
00:08:20,34
22:44:40,34
03:43:20,34
05:25:00,34
16:20:20,34
22:30:20,34
04:16:40,34
10:12:00,34
04:21:40,34
06:48:00,34
04:29:00,34
04:11:40,34
04:47:20,34
21:59:00,34
20:19:20,34
20:12:20,34
06:54:00,34
21:56:20,34
22:28:40,34
21:42:20,34
16:15:00,34
06:08:40,34
14:32:40,34
15:05:20,34
05:24:00,34
20:23:40,34
06:52:00,34
23:08:00,34
06:04:00,34
20:58:20,34
19:59:00,34
20:10:20,34
21:03:40,34
13:44:40,34
05:12:40,34
21:10:40,34
05:23:40,34
05:12:00,34
19:49:00,34
19:30:00,34
07:48:00,34
06:05:40,34
23:06:20,34
04:11:20,34
22:32:40,34
05:51:40,34
15:38:40,34
04:39:40,34
20:15:20,34
06:15:40,34
07:50:00,34
19:50:00,34
11:00:40,34
21:24:00,34
21:51:20,34
11:00:00,34
14:34:40,34
19:50:40,34
03:48:40,34
20:02:40,34
05:07:20,34
21:57:40,34
03:35:00,34
19:39:40,34
06:00:00,34
21:56:40,34
20:52:20,34
19:38:40,34
19:47:20,34
09:39:00,34
19:44:40,34
18:13:00,34
23:23:20,34
19:35:40,34
14:46:40,34
00:11:20,34
04:06:00,34
21:36:00,34
21:44:20,34
21:28:00,34
16:57:40,34
05:49:40,34
04:30:20,34
14:33:00,34
07:07:40,34
23:07:00,34
20:31:00,34
08:45:20,34
12:26:40,34
05:01:40,34
12:53:40,34
04:27:40,34
21:25:40,34
19:57:40,34
20:28:40,34
05:00:40,34
20:41:00,34
21:06:40,34
20:29:20,34
20:52:00,34
10:15:00,34
20:27:20,34
20:05:20,34
05:11:40,34
05:38:00,34
20:02:20,34
22:07:40,34
18:09:40,34
22:42:40,34
22:35:00,34
04:35:40,34
21:07:20,34
16:54:40,34
06:00:40,34
17:57:40,34
05:37:40,34
18:03:40,34
05:50:40,34
13:08:40,34
21:10:20,34
19:38:00,34
20:00:40,34
22:34:40,34
21:29:00,34
20:06:20,34
20:12:00,34
23:01:40,34
21:43:20,34
10:34:40,34
05:06:00,34
00:01:20,34
11:07:00,34
17:56:40,34
06:50:00,34
12:43:00,34
21:14:00,34
07:06:40,34
21:10:00,34
04:45:40,34
20:17:00,34
20:27:00,34
20:03:20,34
19:16:00,34
00:09:20,34
09:02:00,34
05:09:00,34
00:24:00,34
22:14:40,34
19:35:00,34
09:18:00,34
15:39:40,34
22:12:00,34
14:07:20,34
03:23:40,34
05:58:00,34
21:30:00,34
05:26:40,34
14:50:40,34
12:07:40,34
06:12:40,34
20:16:20,34
23:37:40,34
10:29:40,34
19:54:20,34
20:39:40,34
19:36:40,34
10:33:40,34
20:08:40,34
22:50:00,34
08:51:00,34
19:39:20,34
06:11:00,34
06:31:20,34
16:17:40,34
22:16:40,34
19:12:40,34
20:14:20,34
16:56:40,34
19:04:20,34
19:51:40,34
20:38:20,34
22:51:40,34
11:47:20,34
23:30:40,34.5
08:50:00,34.5
07:03:00,34.5
21:04:00,34.5
04:47:40,34.5
18:02:40,34.5
21:40:40,34.5
04:34:40,34.5
04:14:20,34.5
23:15:40,34.5
04:51:20,34.5
06:04:40,34.5
03:37:20,34.5
19:19:00,34.5
23:53:00,34.5
21:38:40,34.5
07:12:40,34.5
06:40:00,34.5
21:53:00,34.5
00:11:40,34.5
03:23:00,34.5
19:46:20,34.5
06:41:00,34.5
00:05:20,34.5
19:20:00,34.5
21:33:40,34.5
03:44:20,34.5
19:42:20,35
22:46:40,35
06:19:40,35
21:55:00,35
18:05:40,35
19:48:40,35
23:29:20,35
07:47:00,35
03:46:20,35
21:21:40,35
20:49:20,35
21:35:00,35
17:45:40,35
05:19:00,35
17:08:40,35
10:18:40,35
10:14:00,35
09:03:00,35
20:30:40,35
13:53:40,35
05:51:20,35
20:01:20,35
05:16:00,35
21:06:00,35
00:39:20,35
13:07:40,35
19:25:00,35
13:35:40,35
20:24:00,35
03:34:40,35
19:41:00,35
19:49:20,35
13:47:40,35
07:11:40,35
09:55:00,35
12:50:00,35
04:03:40,35
22:45:40,35
10:28:00,35
16:14:00,35
09:39:20,35
08:09:40,35
06:16:20,35
22:02:20,35
06:22:20,35
06:01:20,35
06:06:40,35
05:14:40,35
05:33:40,35
21:48:40,35
09:40:00,35
05:56:00,35
07:54:00,35
00:12:00,35
21:20:20,35
13:41:40,35
20:51:20,35
19:40:20,35
08:59:40,35
18:56:20,35
08:47:00,35
10:22:40,35
20:20:20,35
11:50:00,35
15:42:00,35
04:59:20,35
07:33:20,35
07:16:40,35
07:53:00,35
08:11:40,35
22:06:40,35
04:49:40,35
00:32:40,35
05:05:00,35
07:49:00,35
22:51:00,35
12:22:00,35
00:17:00,35
05:53:00,35
09:53:40,35
00:08:40,35
17:49:40,35
03:55:20,35
22:21:40,35
06:38:20,35
04:53:00,35
06:34:00,35
03:37:00,35
05:09:40,35
20:33:40,35
19:53:00,35
22:02:40,35
19:52:20,35
05:43:20,35
07:25:20,35
21:02:40,35
23:31:20,35
18:18:00,35
08:13:00,35
15:02:40,35
15:07:20,35
16:10:00,35
21:31:00,35
19:37:20,35
21:34:40,35
03:50:40,35
21:27:00,35
03:57:20,35
06:03:00,35
15:40:40,35
12:36:20,35
00:00:00,35
07:51:00,35
08:35:20,35
12:21:40,35
14:44:40,35
05:12:20,35
19:58:00,35
20:12:40,35
12:25:00,35
14:11:40,35
19:48:00,35
04:03:00,35
19:31:20,35
06:10:00,35
00:31:00,35
04:44:40,35
09:03:40,35
20:32:20,35
23:04:00,35
22:41:40,35
21:08:20,35
05:36:40,35
08:09:00,35
23:05:00,35
05:35:00,35
06:45:00,35
06:40:20,35
06:21:20,35
10:18:00,35
14:05:20,35
18:35:40,35
21:15:00,35
21:22:40,35
03:48:00,35
07:05:40,35
19:59:20,35
21:23:00,35
20:00:20,35
15:54:20,35
06:39:00,35
20:55:20,35
03:20:00,35
21:26:00,35
07:17:40,35
03:30:00,35
05:31:20,35
06:20:00,35
12:19:40,35
04:52:00,35
13:43:40,35
20:41:40,35
12:03:40,35
18:32:00,35
21:13:20,35
15:42:20,35
12:47:00,35
10:30:40,35
05:21:20,35
20:06:00,35
19:55:00,35
11:02:00,35
23:52:20,35
20:18:20,35
15:31:40,35
16:07:40,35
23:17:00,35
18:46:40,35
11:10:00,35
12:48:00,35
19:00:20,35
21:12:00,35
11:01:40,35
20:32:00,35
22:43:40,35
03:54:20,35
20:07:20,35
22:08:40,35
06:36:20,35
05:33:20,35
19:43:40,35
04:53:20,35
20:38:40,35
19:07:00,35
05:34:40,35
13:36:40,35
21:39:40,35
18:08:40,35
19:58:20,35
03:53:40,35
04:21:00,35
19:33:40,35
19:54:40,35
10:32:40,35
19:56:40,35
21:13:00,35
22:29:20,35
10:36:40,35
05:22:00,35
20:09:20,35
21:23:40,35
08:47:20,35
19:03:20,35
05:27:20,35
18:20:00,35
06:21:40,35
19:11:00,35
04:41:00,35
13:18:00,35
04:08:00,35
05:45:40,35
04:42:00,35
07:06:20,35
05:23:00,35
20:50:40,35
20:19:00,35
05:29:40,35
08:13:40,35
22:47:00,35
05:24:40,35
00:10:00,35
20:30:00,35
19:50:20,35
18:30:00,35
14:29:40,35
04:40:40,35
22:50:40,35
20:01:00,35
10:27:40,35
22:19:40,35
13:13:40,35
18:58:20,35
06:49:00,35
09:10:00,35
21:32:00,35
05:59:00,35
22:12:40,35
05:03:40,35
21:02:20,35
05:13:40,35
20:35:40,35
13:48:40,35
10:27:00,35
20:08:00,35
12:18:40,35
19:09:00,35
19:48:20,35
07:58:00,35
21:29:40,35
20:47:40,35
07:13:40,35
10:47:40,35
13:13:20,35
10:58:00,35
12:12:40,35
09:59:00,35
10:32:00,35
20:09:00,35
20:35:00,35
21:07:40,35
20:11:20,35
11:03:00,35
09:07:40,35
05:40:20,35
19:33:20,35
03:44:40,35
13:29:20,35
06:47:00,35
22:31:40,35
13:11:40,35
08:45:00,35
21:01:20,35
14:47:40,35
10:53:20,35
19:37:00,35
21:00:00,35.5
05:02:20,35.5
20:54:20,35.5
03:33:20,35.5
22:48:00,35.5
21:58:00,35.5
04:59:00,35.5
19:59:40,35.5
05:20:40,35.5
06:20:20,35.5
11:02:20,35.5
22:23:40,35.5
03:32:20,35.5
20:28:20,35.5
20:18:00,35.5
00:24:20,35.5
05:53:40,35.5
21:54:00,35.5
20:16:00,35.5
17:49:00,35.5
19:34:00,35.5
05:10:00,35.5
22:35:40,35.5
23:37:00,35.5
04:20:40,35.5
10:39:00,35.5
12:28:00,36
20:28:00,36
06:57:00,36
07:00:00,36
10:04:00,36
23:06:00,36
03:35:20,36
19:01:00,36
21:16:00,36
14:58:40,36
11:02:40,36
23:24:40,36
21:16:20,36
12:05:00,36
05:38:40,36
19:40:00,36
04:32:00,36
13:37:20,36
06:32:20,36
05:47:20,36
19:15:20,36
21:31:40,36
04:01:40,36
15:39:00,36
17:01:40,36
19:54:00,36
07:28:20,36
07:02:00,36
20:04:20,36
10:25:00,36
21:26:20,36
11:14:00,36
15:42:40,36
19:55:40,36
05:18:40,36
14:30:00,36
14:04:20,36
19:15:00,36
08:24:40,36
09:38:00,36
13:49:40,36
21:46:40,36
19:18:00,36
20:45:40,36
10:29:00,36
22:49:00,36
05:26:20,36
19:46:00,36
14:10:40,36
17:50:40,36
14:35:40,36
06:35:20,36
18:06:40,36
21:27:40,36
06:06:00,36
06:07:00,36
12:54:40,36
13:49:00,36
14:08:40,36
11:34:40,36
05:37:00,36
19:39:00,36
10:57:00,36
10:40:40,36
05:57:00,36
00:33:20,36
18:59:20,36
04:55:20,36
11:04:00,36
00:33:00,36
05:57:40,36
09:46:40,36
23:17:40,36
10:23:40,36
15:37:40,36
05:03:00,36
19:28:00,36
23:22:40,36
10:49:00,36
14:05:00,36
19:05:00,36
05:33:00,36
03:39:40,36
11:05:20,36
11:36:40,36
07:45:00,36
16:30:40,36
04:42:40,36
09:34:00,36
16:21:20,36
09:50:40,36
05:07:00,36
18:51:20,36
21:57:00,36
09:20:00,36
08:34:00,36
12:24:40,36
15:12:20,36
04:01:20,36
19:11:20,36
10:08:00,36
12:11:40,36
16:08:00,36
19:45:20,36
06:43:00,36
08:07:00,36
17:30:00,36
16:19:20,36
07:44:00,36
17:36:40,36
05:06:40,36
12:49:40,36
19:26:40,36
14:52:40,36
14:39:40,36
11:44:00,36
16:59:40,36
13:57:00,36
23:32:00,36
04:49:00,36
18:40:40,36
16:13:20,36
10:48:40,36
12:04:40,36
06:03:40,36
22:24:40,36
17:51:00,36
09:35:00,36
14:24:00,36
12:25:40,36
05:15:40,36
06:37:40,36
14:07:40,36
06:37:00,36
18:45:40,36
12:54:00,36
23:25:00,36
11:55:00,36
09:24:40,36
13:46:40,36
12:36:40,36
20:51:40,36
11:01:00,36
11:19:00,36
20:09:40,36
20:02:00,36
04:52:20,36
08:17:40,36
05:08:20,36
08:28:00,36
20:29:40,36
10:35:40,36
19:30:40,36
20:21:00,36
06:17:40,36
16:50:00,36
13:22:00,36
14:33:40,36
14:22:00,36
08:03:40,36
17:41:40,36
05:30:20,36
11:08:00,36
19:49:40,36
17:12:40,36
14:36:40,36
21:05:20,36
07:40:00,36
10:39:40,36
06:55:00,36
13:17:40,36
08:06:40,36
16:16:40,36
09:39:40,36
04:49:20,36
19:14:40,36
13:32:20,36
19:53:20,36
09:33:00,36
23:19:20,36
04:22:40,36
19:10:00,36
14:18:00,36
07:33:00,36
23:51:20,36
11:05:00,36
14:32:00,36
11:40:00,36
20:31:40,36
10:33:00,36
05:46:40,36
13:27:20,36
07:04:20,36
18:13:40,36
10:52:20,36
05:16:40,36
22:48:40,36
12:24:20,36
16:50:40,36
20:44:40,36
13:15:40,36
21:50:20,36
21:21:00,36
18:13:20,36
06:07:40,36
06:14:20,36
10:03:00,36
00:28:00,36
15:11:40,36
04:50:00,36
18:49:40,36
16:02:40,36
09:44:20,36
18:48:40,36
17:47:40,36
18:12:40,36
14:23:00,36
19:41:40,36
16:22:20,36
21:32:40,36
21:03:20,36
13:39:40,36
10:57:20,36
06:37:20,36
08:08:40,36
14:40:40,36
15:40:00,36
11:09:00,36
09:30:00,36
09:43:20,36
05:35:40,36
06:30:00,36
13:21:40,36
10:59:20,36
10:37:40,36
12:48:40,36
19:43:20,36
21:11:00,36
17:48:00,36
18:23:40,36
08:10:40,36
09:57:40,36
15:41:40,36
14:02:20,36
04:56:20,36
04:18:40,36
04:36:40,36
19:29:40,36
13:12:40,36
10:53:40,36
19:32:20,36
08:35:00,36
21:25:00,36
17:25:00,36
10:19:00,36
13:34:00,36
06:36:00,36
14:03:20,36
18:21:00,36
12:57:40,36
11:00:20,36
18:52:00,36
15:33:40,36
21:05:40,36
05:11:20,36
13:47:20,36
17:40:00,36
19:55:20,36
22:37:40,36
10:13:00,36
20:32:40,36
20:03:00,36
06:07:20,36
08:02:40,36
13:42:40,36
08:48:20,36
10:26:00,36
12:39:20,36
21:04:20,36
23:45:20,36
06:38:00,36
13:38:20,36
07:55:00,36
04:27:00,36
19:12:00,36
07:15:40,36
12:04:00,36
00:04:00,36
14:02:40,36
18:01:40,36
07:23:40,36
10:13:20,36
06:53:00,36
08:51:20,36
22:36:00,36
21:17:00,36
10:43:00,36
09:58:00,36
07:37:00,36
04:06:40,36
03:54:00,36
04:28:20,36.5
14:38:40,36.5
08:48:00,36.5
05:49:20,36.5
05:25:40,36.5
20:40:40,36.5
10:43:20,36.5
20:56:20,36.5
17:39:40,36.5
18:57:20,36.5
09:37:20,36.5
15:22:40,36.5
23:28:20,36.5
17:23:20,36.5
10:25:40,36.5
05:50:20,36.5
03:37:40,36.5
07:01:40,36.5
23:14:40,36.5
14:43:40,36.5
10:55:20,36.5
12:38:20,36.5
15:08:40,36.5
04:28:40,36.5
17:32:00,36.5
13:55:40,36.5
10:57:40,37
23:37:20,37
08:39:40,37
19:41:20,37
13:44:00,37
19:58:40,37
12:19:20,37
14:19:00,37
06:35:40,37
17:05:00,37
09:38:40,37
08:38:20,37
09:55:20,37
12:40:20,37
05:11:00,37
11:13:00,37
13:52:40,37
16:17:20,37
16:21:40,37
16:51:00,37
13:39:20,37
14:48:40,37
09:18:40,37
11:43:00,37
23:08:40,37
19:02:20,37
12:58:40,37
05:44:40,37
09:35:40,37
21:51:40,37
07:34:20,37
08:19:20,37
06:21:00,37
16:53:40,37
10:59:40,37
15:45:40,37
07:18:20,37
10:42:00,37
23:09:40,37
12:30:20,37
06:04:20,37
18:39:20,37
10:41:20,37
08:38:00,37
11:20:00,37
10:17:00,37
19:27:40,37
16:13:00,37
12:05:40,37
16:21:00,37
03:39:00,37
08:57:00,37
14:15:00,37
22:17:40,37
05:04:20,37
12:10:00,37
13:36:20,37
07:32:20,37
23:27:00,37
20:37:40,37
05:41:40,37
08:05:40,37
13:48:00,37
18:39:00,37
13:57:40,37
17:04:40,37
20:53:40,37
17:10:20,37
13:43:00,37
16:37:00,37
23:21:40,37
19:52:40,37
19:29:20,37
16:03:40,37
18:11:20,37
12:22:40,37
06:58:00,37
10:47:20,37
17:00:00,37
21:36:40,37
17:33:00,37
19:14:00,37
05:39:40,37
06:39:40,37
21:53:40,37
23:15:00,37
12:19:00,37
14:28:40,37
05:29:20,37
05:17:40,37
13:18:40,37
06:13:00,37
12:47:40,37
20:20:00,37
19:17:40,37
10:06:20,37
10:22:00,37
12:37:00,37
18:35:00,37
07:46:00,37
17:20:00,37
05:02:00,37
08:01:40,37
19:57:20,37
09:00:00,37
16:38:00,37
18:26:40,37
18:52:20,37
23:13:20,37
16:52:00,37
14:23:40,37
13:50:40,37
10:33:20,37
17:09:40,37
12:39:40,37
14:23:20,37
18:15:00,37
10:38:00,37
10:07:00,37
12:37:20,37
18:14:00,37
17:02:40,37
22:18:40,37
10:46:40,37
18:17:20,37
18:41:20,37
08:37:00,37
08:13:20,37
06:13:40,37
04:05:40,37
11:48:20,37
09:48:00,37
19:07:20,37
11:42:40,37
14:14:40,37
18:09:20,37
19:46:40,37
17:14:20,37
13:35:00,37
15:57:20,37
16:41:40,37
07:31:20,37
12:40:00,37
12:14:40,37
09:26:40,37
17:29:20,37
09:42:00,37
06:13:20,37
10:23:00,37
14:35:00,37
09:05:00,37
11:17:40,37
15:34:00,37
13:19:00,37
09:07:00,37
19:32:00,37
07:10:00,37
15:00:00,37
08:49:00,37
06:46:00,37
14:57:40,37
21:42:40,37
10:00:20,37
06:29:20,37
12:33:40,37
11:03:40,37
15:49:20,37
05:58:40,37
08:40:20,37
16:06:00,37
14:09:20,37
18:51:40,37
05:22:40,37
13:38:40,37
20:04:40,37
13:19:40,37
06:27:20,37
16:45:20,37
06:15:00,37
22:36:20,37
04:44:20,37
19:43:00,37
16:18:20,37
06:18:00,37
04:47:00,37
10:58:40,37
05:54:40,37
03:25:40,37
07:09:40,37
12:20:40,37
20:08:20,37
12:06:00,37
07:38:20,37
09:49:20,37
00:02:20,37
06:31:00,37
07:39:20,37
04:50:40,37
04:13:00,37
03:34:00,37
19:06:20,37
09:10:40,37
05:25:20,37
05:21:40,37
06:02:20,37
18:00:40,37
07:14:40,37
10:17:40,37
10:54:00,37
11:40:40,37
16:24:40,37
13:33:20,37
18:43:00,37
18:16:20,37
05:30:40,37
08:39:00,37
23:20:40,37
18:36:00,37
14:09:00,37
12:42:00,37
18:17:00,37
12:52:40,37
00:17:20,37
05:10:20,37
09:08:40,37
10:58:20,37
12:35:20,37
18:39:40,37
13:34:20,37
14:26:40,37
05:40:40,37
08:08:00,37
08:53:00,37
17:06:40,37
07:39:00,37
09:40:40,37
08:05:00,37
18:37:00,37
06:40:40,37
20:36:40,37
19:57:00,37
08:43:00,37
06:09:00,37
16:37:20,37
17:11:40,37
04:15:00,37
17:20:20,37
10:49:20,37
13:45:40,37
07:53:40,37
04:59:40,37
11:59:00,37
09:08:00,37
16:25:20,37
08:54:00,37
10:52:40,37
05:41:20,37
14:08:20,37
09:55:40,37
18:45:00,37
11:01:20,37
21:41:40,37
12:56:40,37
16:57:00,37
12:12:00,37
18:16:40,37
00:03:00,37
04:43:20,37
06:34:20,37
17:30:20,37
19:23:20,37
05:52:40,37
11:09:40,37
14:04:40,37
16:42:00,37
15:13:00,37
03:43:40,37
12:13:00,37
17:58:40,37
